Group,Pair,block,trial,test_trial,condition,angle,angle_condition,clockwise,cdim,time,frame,part,cursor_X,cursor_Y,distToTraject,speedX,speedY,keyPress,up,down,left,right,curve_part,id_distr
21,AB,3,29,False,1,0,0,1,"[1, 0]",1.1920928955078125e-05,1,0,500,540,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.01696491241455078,2,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.0337979793548584,3,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.049468994140625,4,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.06549406051635742,5,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.08196496963500977,6,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.0987539291381836,7,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.11482095718383789,8,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.1305239200592041,9,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.1466078758239746,10,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.16234588623046875,11,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.1784360408782959,12,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.1941690444946289,13,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.21026992797851562,14,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.22647500038146973,15,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.24252986907958984,16,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.2582089900970459,17,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.2748579978942871,18,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.290557861328125,19,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.3061199188232422,20,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.3221299648284912,21,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.3387570381164551,22,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,3,29,False,1,0,0,1,"[1, 0]",0.3544778823852539,23,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
