Group,Pair,block,trial,test_trial,condition,angle,angle_condition,clockwise,cdim,time,frame,part,cursor_X,cursor_Y,distToTraject,speedX,speedY,keyPress,up,down,left,right,curve_part,id_distr
21,AB,2,15,False,1,90,1,1,"[0, 1]",2.002716064453125e-05,1,0,960,80,0.0,0,0,0,0,0,0,0,0
21,AB,2,15,False,1,90,1,1,"[0, 1]",0.016809940338134766,2,0,960.0,80.0,0.0,0,0,0,0,0,0,0,0
21,AB,2,15,False,1,90,1,1,"[0, 1]",0.03287506103515625,3,0,960.0,80.0,0.0,0,0,0,0,0,0,0,0
21,AB,2,15,False,1,90,1,1,"[0, 1]",0.04859495162963867,4,0,960.0,80.0,0.0,0,0,0,0,0,0,0,0
21,AB,2,15,False,1,90,1,1,"[0, 1]",0.06466388702392578,5,0,960.0,80.0,0.0,0,0,0,0,0,0,0,0
21,AB,2,15,False,1,90,1,1,"[0, 1]",0.08037590980529785,6,0,960.0,80.0,0.0,0,0,0,0,0,0,0,0
21,AB,2,15,False,1,90,1,1,"[0, 1]",0.09639191627502441,7,0,960.0,80.0,0.0,0,0,0,0,0,0,0,0
21,AB,2,15,False,1,90,1,1,"[0, 1]",0.11210799217224121,8,0,960.0,80.0,0.0,0,0,0,0,0,0,0,0
21,AB,2,15,False,1,90,1,1,"[0, 1]",0.12821102142333984,9,0,960.0,80.0,0.0,0,0,0,0,0,0,0,0
21,AB,2,15,False,1,90,1,1,"[0, 1]",0.14497995376586914,10,0,960.0,80.0,0.0,0,0,0,0,0,0,0,0
21,AB,2,15,False,1,90,1,1,"[0, 1]",0.162031888961792,11,0,960.0,80.0,0.0,0,0,0,0,0,0,0,0
21,AB,2,15,False,1,90,1,1,"[0, 1]",0.17809391021728516,12,0,960.0,80.0,0.0,0,0,0,0,0,0,0,0
21,AB,2,15,False,1,90,1,1,"[0, 1]",0.19416093826293945,13,0,960.0,80.0,0.0,0,0,0,0,0,0,0,0
21,AB,2,15,False,1,90,1,1,"[0, 1]",0.21022891998291016,14,0,960.0,80.0,0.0,0,0,0,0,0,0,0,0
21,AB,2,15,False,1,90,1,1,"[0, 1]",0.22629594802856445,15,0,960.0,80.0,0.0,0,0,0,0,0,0,0,0
21,AB,2,15,False,1,90,1,1,"[0, 1]",0.24236392974853516,16,0,960.0,80.0,0.0,0,0,0,0,0,0,0,0
21,AB,2,15,False,1,90,1,1,"[0, 1]",0.25850605964660645,17,0,960.0,80.0,0.0,0,0,0,0,0,0,0,0
21,AB,2,15,False,1,90,1,1,"[0, 1]",0.27422499656677246,18,0,960.0,80.0,0.0,0,0,0,0,0,0,0,0
