Group,Pair,block,trial,test_trial,condition,angle,angle_condition,clockwise,cdim,time,frame,part,cursor_X,cursor_Y,distToTraject,speedX,speedY,keyPress,up,down,left,right,curve_part,id_distr
21,AB,1,9,False,1,0,0,0,"[1, 0]",1.6927719116210938e-05,1,0,500,540,0.0,0,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.015839815139770508,2,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.03151392936706543,3,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.04846596717834473,4,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.06474184989929199,5,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.0809929370880127,6,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.09706401824951172,7,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.11314082145690918,8,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.1292269229888916,9,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.14530682563781738,10,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.16137385368347168,11,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.17744183540344238,12,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.19382381439208984,13,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.21027183532714844,14,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.22572994232177734,15,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.2423689365386963,16,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.2591898441314697,17,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.2745058536529541,18,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.2912008762359619,19,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.30724287033081055,20,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.3232848644256592,21,0,500.0,540.0,0.0,0.2,0,1,0,0,0,1,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.33928394317626953,22,0,500.2,540.0,0.0,0.2,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.3561089038848877,23,0,500.4,540.0,0.0,0.2,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.37224698066711426,24,0,500.59999999999997,540.0,1.0,0.2,0,0,0,0,0,0,0
21,AB,1,9,False,1,0,0,0,"[1, 0]",0.38793396949768066,25,0,500.79999999999995,540.0,1.0,0.2,0,0,0,0,0,0,0
