Group,Pair,block,trial,test_trial,condition,angle,angle_condition,clockwise,cdim,time,frame,part,cursor_X,cursor_Y,distToTraject,speedX,speedY,keyPress,up,down,left,right,curve_part,id_distr
21,AB,5,50,False,1,270,1,0,"[1, 0]",2.002716064453125e-05,1,0,960,1000,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.016839027404785156,2,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.03294110298156738,3,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.04900193214416504,4,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.0650789737701416,5,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.08174610137939453,6,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.09741997718811035,7,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.1131129264831543,8,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.1298379898071289,9,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.14594006538391113,10,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.1620481014251709,11,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.17815303802490234,12,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.19422698020935059,13,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.2103900909423828,14,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.22654414176940918,15,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.2426600456237793,16,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.2588050365447998,17,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.2749660015106201,18,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.29111599922180176,19,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.30742311477661133,20,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.3232100009918213,21,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.3389160633087158,22,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.3556859493255615,23,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.3711421489715576,24,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.3869020938873291,25,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.40358996391296387,26,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
21,AB,5,50,False,1,270,1,0,"[1, 0]",0.41936397552490234,27,0,960.0,1000.0,0.0,0,0,0,0,0,0,0,0
