Group,Pair,block,trial,test_trial,condition,angle,angle_condition,clockwise,cdim,time,frame,part,cursor_X,cursor_Y,distToTraject,speedX,speedY,keyPress,up,down,left,right,curve_part,id_distr
21,AB,6,66,False,1,0,0,1,"[0, 1]",1.8835067749023438e-05,1,0,500,540,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.015861034393310547,2,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.031642913818359375,3,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.04746294021606445,4,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.06332683563232422,5,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.07937788963317871,6,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.09551000595092773,7,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.11164498329162598,8,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.12778902053833008,9,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.14390993118286133,10,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.1600329875946045,11,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.17614984512329102,12,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.19307494163513184,13,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.21007299423217773,14,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.22714900970458984,15,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.24322295188903809,16,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.25940394401550293,17,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.2755148410797119,18,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.29119300842285156,19,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.30791187286376953,20,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.3237190246582031,21,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.3398430347442627,22,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.35596799850463867,23,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.37208104133605957,24,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.3882029056549072,25,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.4043009281158447,26,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.4204139709472656,27,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.43653202056884766,28,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.45285892486572266,29,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.4685649871826172,30,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.4843449592590332,31,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.5004668235778809,32,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.5165820121765137,33,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.5326979160308838,34,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.5488178730010986,35,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.5643160343170166,36,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.5810329914093018,37,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.597977876663208,38,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.6138298511505127,39,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.6295039653778076,40,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.6452069282531738,41,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.6620919704437256,42,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.6782169342041016,43,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.6941149234771729,44,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.7109498977661133,45,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.7267959117889404,46,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.7424750328063965,47,0,500.0,540.0,0.0,0,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.7581479549407959,48,0,500.0,540.0,0.0,0.2,0,1,0,0,0,1,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.774925947189331,49,0,500.2,540.0,0.0,0.2,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.7909939289093018,50,0,500.4,540.0,0.0,0.2,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.8061978816986084,51,0,500.59999999999997,540.0,1.0,0.2,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.8229758739471436,52,0,500.79999999999995,540.0,1.0,0.2,0,0,0,0,0,0,0
21,AB,6,66,False,1,0,0,1,"[0, 1]",0.8384039402008057,53,0,500.99999999999994,540.0,1.0,0.2,0,0,0,0,0,0,0
